image,filename,match_source,match_id,match_slug,match_name
/static/images/piernas/elevaciones-de-rodilla.png,elevaciones-de-rodilla,data/exercises_complete.json,37,elevaciones-de-rodilla,Elevaciones De Rodilla
/static/images/piernas/sentadillas-con-balon.png,sentadillas-con-balon,data/exercises_complete.json,36,sentadillas-con-balon,Sentadillas Con Balon
/static/images/piernas/curl-de-femoral.png,curl-de-femoral,data/exercises_complete.json,35,curl-de-femoral,Curl De Femoral
/static/images/piernas/peso-muerto-rumano-mancuernas.png,peso-muerto-rumano-mancuernas,data/exercises_complete.json,34,peso-muerto-rumano-mancuernas,Peso Muerto Rumano Mancuernas
/static/images/piernas/sentadilla-sobre-la-pared.png,sentadilla-sobre-la-pared,data/exercises_complete.json,33,sentadilla-sobre-la-pared,Sentadilla Sobre La Pared
/static/images/piernas/salto-rodillas-al-pecho.png,salto-rodillas-al-pecho,data/exercises_complete.json,32,salto-rodillas-al-pecho,Salto Rodillas Al Pecho
/static/images/piernas/zancada.png,zancada,data/exercises_complete.json,31,zancada,Zancada
/static/images/piernas/sentadilla-hack.png,sentadilla-hack,data/exercises_complete.json,30,sentadilla-hack,Sentadilla Hack
/static/images/piernas/contragolpe-con-cable.png,contragolpe-con-cable,data/exercises_complete.json,29,contragolpe-con-cable,Contragolpe Con Cable
/static/images/piernas/sentadilla-con-mini-banda.png,sentadilla-con-mini-banda,data/exercises_complete.json,28,sentadilla-con-mini-banda,Sentadilla Con Mini Banda
/static/images/piernas/sentadilla-con-salto.png,sentadilla-con-salto,data/exercises_complete.json,27,sentadilla-con-salto,Sentadilla Con Salto
/static/images/piernas/peso-muerto-rumano-barra.png,peso-muerto-rumano-barra,data/exercises_complete.json,26,peso-muerto-rumano-barra,Peso Muerto Rumano Barra
/static/images/piernas/sentadillas-peso-corporal.png,sentadillas-peso-corporal,data/exercises_complete.json,25,sentadillas-peso-corporal,Sentadillas Peso Corporal
/static/images/piernas/puente-con-peso-corporal.png,puente-con-peso-corporal,data/exercises_complete.json,24,puente-con-peso-corporal,Puente Con Peso Corporal
/static/images/piernas/burpees.png,burpees,data/exercises_complete.json,23,burpees,Burpees
/static/images/piernas/elevaciones-de-caderas-en-smith.png,elevaciones-de-caderas-en-smith,data/exercises_complete.json,22,elevaciones-de-caderas-en-smith,Elevaciones De Caderas En Smith
/static/images/piernas/ejercicio-superman-cuadrupedia.png,ejercicio-superman-cuadrupedia,data/exercises_complete.json,21,ejercicio-superman-cuadrupedia,Ejercicio Superman Cuadrupedia
/static/images/piernas/sentadilla-bulgara-barra.png,sentadilla-bulgara-barra,data/exercises_complete.json,20,sentadilla-bulgara-barra,Sentadilla Bulgara Barra
/static/images/piernas/extension-a-una-pierna.png,extension-a-una-pierna,data/exercises_complete.json,19,extension-a-una-pierna,Extension A Una Pierna
/static/images/piernas/sentadilla-bulgara.png,sentadilla-bulgara,data/exercises_complete.json,18,sentadilla-bulgara,Sentadilla Bulgara
/static/images/piernas/elevaciones-de-caderas-con-barra.png,elevaciones-de-caderas-con-barra,data/exercises_complete.json,17,elevaciones-de-caderas-con-barra,Elevaciones De Caderas Con Barra
/static/images/piernas/curl-de-piernas-sentado.png,curl-de-piernas-sentado,data/exercises_complete.json,16,curl-de-piernas-sentado,Curl De Piernas Sentado
/static/images/piernas/sentadilla.png,sentadilla,data/exercises_v2_with_images.json,13,sentadilla,Sentadilla
/static/images/piernas/extension-de-piernas.png,extension-de-piernas,data/exercises_complete.json,14,extension-de-piernas,Extension De Piernas
/static/images/piernas/puentes-a-una-pierna.png,puentes-a-una-pierna,data/exercises_complete.json,13,puentes-a-una-pierna,Puentes A Una Pierna
/static/images/piernas/prensa.png,prensa,data/exercises_complete.json,12,prensa,Prensa
/static/images/piernas/.gitkeep,.gitkeep,,,,
/static/images/gemelos/elevacion-de-gemelos-de-pie.png,elevacion-de-gemelos-de-pie,data/exercises_complete.json,11,elevacion-de-gemelos-de-pie,Elevacion De Gemelos De Pie
/static/images/gemelos/elevacion-de-gemelos-sentado.png,elevacion-de-gemelos-sentado,data/exercises_complete.json,10,elevacion-de-gemelos-sentado,Elevacion De Gemelos Sentado
/static/images/abs/crunch.png,crunch,data/exercises_complete.json,9,crunch,Crunch
/static/images/abs/plancha.png,plancha,data/exercises_v2_with_images.json,21,plancha,Plancha
/static/images/abs/abdominales-cuerda-polea-alta.png,abdominales-cuerda-polea-alta,data/exercises_complete.json,7,abdominales-cuerda-polea-alta,Abdominales Cuerda Polea Alta
/static/images/abs/abdominales-brazos-estirados.png,abdominales-brazos-estirados,data/exercises_complete.json,6,abdominales-brazos-estirados,Abdominales Brazos Estirados
/static/images/abs/encogimientos-de-rodillas.png,encogimientos-de-rodillas,data/exercises_complete.json,5,encogimientos-de-rodillas,Encogimientos De Rodillas
/static/images/abs/plancha-con-flexion.png,plancha-con-flexion,data/exercises_complete.json,4,plancha-con-flexion,Plancha Con Flexion
/static/images/abs/elevacion-de-piernas.png,elevacion-de-piernas,data/exercises_complete.json,3,elevacion-de-piernas,Elevacion De Piernas
/static/images/abs/crunch-oblicuo.png,crunch-oblicuo,data/exercises_complete.json,2,crunch-oblicuo,Crunch Oblicuo
/static/images/abs/abdominales-maquina.png,abdominales-maquina,data/exercises_complete.json,1,abdominales-maquina,Abdominales Maquina
